0.5	0.0	1000.0
0.5	0.002	98.0
0.5	0.004	78.8
0.5	0.006	70.1
0.5	0.008	67.2
0.5	0.01	64.8
0.5	0.012	63.0
0.5	0.014	65.9
0.5	0.016	66.9
0.5	0.018000000000000002	73.0
0.5	0.020000000000000004	88.2
0.5	0.022000000000000006	179.1
0.5	0.024000000000000007	718.9
0.5	0.02600000000000001	938.9
0.5	0.02800000000000001	1000.0

0.52	0.0	1000.0
0.52	0.002	96.4
0.52	0.004	75.8
0.52	0.006	68.6
0.52	0.008	66.6
0.52	0.01	61.8
0.52	0.012	64.2
0.52	0.014	65.1
0.52	0.016	67.6
0.52	0.018000000000000002	73.7
0.52	0.020000000000000004	95.6
0.52	0.022000000000000006	129.8
0.52	0.024000000000000007	646.5
0.52	0.02600000000000001	988.9
0.52	0.02800000000000001	1000.0

0.54	0.0	1000.0
0.54	0.002	91.7
0.54	0.004	77.0
0.54	0.006	70.9
0.54	0.008	67.0
0.54	0.01	63.0
0.54	0.012	61.4
0.54	0.014	62.8
0.54	0.016	66.0
0.54	0.018000000000000002	71.8
0.54	0.020000000000000004	80.1
0.54	0.022000000000000006	150.9
0.54	0.024000000000000007	553.7
0.54	0.02600000000000001	1000.0
0.54	0.02800000000000001	1000.0

0.56	0.0	1000.0
0.56	0.002	93.1
0.56	0.004	76.0
0.56	0.006	69.9
0.56	0.008	64.6
0.56	0.01	63.7
0.56	0.012	62.0
0.56	0.014	61.3
0.56	0.016	61.2
0.56	0.018000000000000002	70.7
0.56	0.020000000000000004	74.6
0.56	0.022000000000000006	125.3
0.56	0.024000000000000007	424.0
0.56	0.02600000000000001	974.6
0.56	0.02800000000000001	1000.0

0.5800000000000001	0.0	1000.0
0.5800000000000001	0.002	93.2
0.5800000000000001	0.004	76.3
0.5800000000000001	0.006	68.1
0.5800000000000001	0.008	64.3
0.5800000000000001	0.01	62.6
0.5800000000000001	0.012	60.9
0.5800000000000001	0.014	62.1
0.5800000000000001	0.016	63.6
0.5800000000000001	0.018000000000000002	70.3
0.5800000000000001	0.020000000000000004	79.4
0.5800000000000001	0.022000000000000006	139.9
0.5800000000000001	0.024000000000000007	360.0
0.5800000000000001	0.02600000000000001	991.7
0.5800000000000001	0.02800000000000001	1000.0

0.6000000000000001	0.0	1000.0
0.6000000000000001	0.002	93.9
0.6000000000000001	0.004	76.4
0.6000000000000001	0.006	67.8
0.6000000000000001	0.008	63.8
0.6000000000000001	0.01	62.9
0.6000000000000001	0.012	62.7
0.6000000000000001	0.014	60.5
0.6000000000000001	0.016	62.7
0.6000000000000001	0.018000000000000002	62.9
0.6000000000000001	0.020000000000000004	77.7
0.6000000000000001	0.022000000000000006	117.4
0.6000000000000001	0.024000000000000007	259.8
0.6000000000000001	0.02600000000000001	958.4
0.6000000000000001	0.02800000000000001	1000.0

0.6200000000000001	0.0	1000.0
0.6200000000000001	0.002	92.1
0.6200000000000001	0.004	75.6
0.6200000000000001	0.006	68.4
0.6200000000000001	0.008	64.4
0.6200000000000001	0.01	64.0
